filename,question,answer,datetime
UNC_20.9.5/OM参考/命令/UNC MML命令/业务服务管理/接口管理/服务化接口管理/注册与服务发现/本地NRF功能管理/对端NF实例PLMN范围管理/add_pnfplmnrange.txt,"你是系统工程师，需要根据参数写业务脚本

根据参数，严格按例子中业务脚本格式，以START开始END结束，写业务脚本
参数：#步骤区域组索引：3210；NF实例标识：SMF_Instance_1；查询方式：START_END；起始号段：46010；终止号段：46015","START
ADD PNFPLMNRANGE:INDEX=3210, NFINSTANCEID=""SMF_Instance_1"", QUERYTYPE=START_END, RANGESTART=""46010"",RANGEEND=""46015"";
END",09021920
UNC_20.9.5/OM参考/命令/UNC MML命令/平台服务管理/操作维护/性能统计管理/SMF性能对象管理/add_perfregtac.txt,"你是系统工程师，需要根据参数写业务脚本

根据参数，严格按例子中业务脚本格式，以START开始END结束，写业务脚本
参数：参数：#步骤区域组索引：2456；区域名称：beijing；TAC段名称：changping","START
ADD PERFREGTAC: REGNAME=""beijing"", TACSEGNAME=""changping"";
END",09021920
UNC_20.9.5/OM参考/命令/UNC MML命令/平台服务管理/操作维护/性能统计管理/SMSF性能对象管理/mod_smsffunction.txt,"你是系统工程师，需要根据参数写业务脚本

根据参数，严格按例子中业务脚本格式，以START开始END结束，写业务脚本
参数：参数：InstanceID为“e7e621d82dfb4a009d492491bd9d72a4”，SERVICENAME为“nsmsf-sms”，修改最大注册用户数MAXUSER为800000。","MOD SMSFFUNCTION: INSTANCEID=""e7e621d82dfb4a009d492491bd9d72a4"", SERVICENAME=""nsmsf-sms"", MAXUSER=800000;",09021920
UNC_20.9.5/OM参考/命令/UNC MML命令/业务服务管理/接口管理/服务化接口管理/注册与服务发现/本地NRF功能管理/目标NF组管理/add_tnfgrp.txt,"你是系统工程师，需要根据参数写业务脚本

根据参数，严格按例子中业务脚本格式，以START开始END结束，写业务脚本
参数：#步骤区域组索引：321；目标NF组名称：NSSF_GROUP_321；目标NF类型：NSSF","START
ADD TNFGRP: TNFGRPINDEX=321, TNFTYPE=NSSF, TNFGRPNAME=""NSSF_GROUP_321"";
END",09021920
UNC_20.9.5/OM参考/命令/UNC MML命令/业务服务管理/会话管理/接入管理/接入管理运维/流控管理/信令抑制/act_smartfcdura.txt,"你是系统工程师，需要根据参数写业务脚本

根据参数，严格按例子中业务脚本格式，以START开始END结束，写业务脚本
参数：参数：接口类型为Gx接口，智能流控定时时长设置为60分钟。","START
ACT SMARTFCDURA: INFTYPE=GX, DURATION=60;
END",09021920
UNC_20.9.5/OM参考/命令/UNC MML命令/业务服务管理/接口管理/服务化接口管理/注册与服务发现/本地NRF功能管理/对端NF实例SUPI信息管理/add_pnfsupi.txt,"你是系统工程师，需要根据参数写业务脚本

根据参数，严格按例子中业务脚本格式，以START开始END结束，写业务脚本
参数：参数：#步骤区域组索引：3456；TACGROUP名称：128-3D90B0；TAC区域段：123077-123077","START
ADD TACGROUPINNSSF:INDEX=3456, TACGROUPNAME=""128-3D90B0"", TACSTART=""123077"", TACEND=""123077"";
END",09021920
UNC_20.9.5/OM参考/命令/UNC MML命令/业务服务管理/会话管理/接入管理/会话协议参数管理/会话协议定时器管理/5GC会话协议定时器/set_smtimer.txt,"你是系统工程师，需要根据参数写业务脚本

根据参数，严格按例子中业务脚本格式，以START开始END结束，写业务脚本
参数：设置5GC会话管理定时器配置，LADN超时释放时间为120秒，T3591为15秒，N3591为2次，T3593为45秒，T3592为15秒，N3592为2次，等待UDM响应定时器时长为20秒，等待AMF响应定时器时长为20秒，等待I-SMF响应定时器时长为20秒，等待H-SMF响应定时器时长为20秒，EPS Fallback保护定时器时长为10秒。","SET SMTIMER:LADNTIMER=120,T3591=15,N3591=2,T3593=45,T3592=15,N3592=2,TUDM=20,TAMF=20,TISMF=20, THSMF=20, TEPSFB=10;",09021920
UNC_20.9.5/OM参考/命令/UNC MML命令/业务服务管理/会话管理/接入管理/本地分流管理/反向分流控制/rmv_apnreverseshunt.txt,"你是系统工程师，需要根据参数写业务脚本

根据参数，严格按例子中业务脚本格式，以START开始END结束，写业务脚本
参数：参数：APN名称：HUAWEI.NET","START
RMV APNREVERSESHUNT: APN=HUAWEI.NET;
END",09021920
UNC_20.9.5/OM参考/命令/UNC MML命令/业务服务管理/会话管理/接入管理/QoS/QoS映射/GBR带宽控制/add_gbrbwctrl.txt,"你是系统工程师，需要根据参数写业务脚本

根据参数，严格按例子中业务脚本格式，以START开始END结束，写业务脚本
参数：参数：CTRLTYPE=GLOBAL_LEVEL, MBRUL=5000, MBRDL=5000, GBRUL=2000, GBRDL=2000","START
ADD GBRBWCTRL:CTRLTYPE=GLOBAL_LEVEL,MBRUL=5000,MBRDL=5000,GBRUL=2000,GBRDL=2000;
END",09021920
UNC_20.9.5/OM参考/命令/UNC MML命令/业务服务管理/会话管理/接入管理/本地分流管理/反向分流控制/lst_apnreverseshunt.txt,"你是系统工程师，需要根据参数写业务脚本

根据参数，严格按例子中业务脚本格式，以START开始END结束，写业务脚本
参数：参数：查询基于APN的反向分流功能配置，APN名称：HUAWEI.COM","START
LST APNREVERSESHUNT: APN=""HUAWEI.COM"";
END",09021920
UNC_20.9.5/OM参考/命令/UNC MML命令/业务服务管理/会话管理/接入管理/M2M/M2M关联的UPF组管理/rmv_m2mupgroup.txt,"你是系统工程师，需要根据参数写业务脚本

根据参数，严格按例子中业务脚本格式，以START开始END结束，写业务脚本
参数：删除M2M关联的UPF组，组名为upfgrp2","START
RMV M2MUPGROUP: UPFGRPNAME=""upfgrp2"";
END",09021920
UNC_20.9.5/OM参考/命令/UNC MML命令/业务服务管理/会话管理/接入管理/GGSN和P-GW Proxy/APN网关Proxy功能/add_apngwproxyfunc.txt,"你是系统工程师，需要根据参数写业务脚本

根据参数，严格按例子中业务脚本格式，以START开始END结束，写业务脚本
参数：参数：APN = internet, PROXYSW = ENABLE, ALIASAPN = proxy.internet, MULTIDNNPROXYSW = DISABLE","START
ADD APNGWPROXYFUNC: APN=internet, PROXYSW=ENABLE, ALIASAPN=proxy.internet, MULTIDNNPROXYSW=DISABLE;
END",09021920
UNC_20.9.5/OM参考/命令/UNC MML命令/业务服务管理/会话管理/接入管理/接入管理运维/流控管理/DDN流控参数/set_ddnflowctrl.txt,"你是系统工程师，需要根据参数写业务脚本

根据参数，严格按例子中业务脚本格式，以START开始END结束，写业务脚本
参数：参数：WALVALUE = 500","START
SET DDNFLOWCTRL:WALVALUE=500;
END",09021920
UNC_20.9.5/OM参考/命令/UNC MML命令/业务服务管理/会话管理/接入管理/APN管理/基于APN的ATSSS功能控制/lst_apnatsssfunc.txt,"你是系统工程师，需要根据参数写业务脚本

根据参数，严格按例子中业务脚本格式，以START开始END结束，写业务脚本
参数：查询APN ATSSS功能，参数：APN名称=huawei.com","START
LST APNATSSSFUNC: APN=""huawei.com"";
END",09021920
UNC_20.9.5/OM参考/命令/UNC MML命令/业务服务管理/接口管理/PFCP接口管理/UP管理/UP节点管理/add_upnode.txt,"你是系统工程师，需要根据参数写业务脚本

根据参数，严格按例子中业务脚本格式，以START开始END结束，写业务脚本
参数：为实例名称为“upf3”的UPF增加节点特征标识，该节点位置特性为中心节点和本地节点，支持分流，未锁定，支持辅锚点UPF故障迁移功能，地址分配属性为UPF优先，UPF共享开关为使能，VPN名称为_private_，支持ATSSS功能，标准信元携带IPv6 ND信息，支持UPF无N9逻辑接口地址时作为主锚点激活使用。","ADD UPNODE: NFINSTANCENAME=""upf3"", LOCATION=Central, UPFUNCTION=UlClAndBp, LOCK=FALSE, APSAMIGFUNC=ENABLE, ADDRALLOCMODE=UPF_FIRST, SHAREDUPFSW=ENABLE, VPNNAME=""_private_"", SUPATSSS=Enable, IPV6NDPLCY=STANDARD, PDUESTWITHOUTN9=ENABLE, NFDESCNAME = ""UPF-shanghaiRegion-shanghai-toB-b003"";",09021920
UNC_20.9.5/OM参考/命令/UNC MML命令/业务服务管理/会话管理/接入管理/APN管理/别名APN/add_apnalias.txt,"你是系统工程师，需要根据参数写业务脚本

根据参数，严格按例子中业务脚本格式，以START开始END结束，写业务脚本
参数：参数：#用户范围：所有用户；别名APN：test2；转换APN：mtest","START
ADD APNALIAS: SUBRANGE=ALL_USER, ALIASAPN=""test2"", CONVERTAPN=""mtest"";
END",09021920
UNC_20.9.5/OM参考/命令/UNC MML命令/业务服务管理/会话管理/接入管理/UE地址管理/UE地址池管理/地址池管理/mod_addrpool.txt,"你是系统工程师，需要根据参数写业务脚本

根据参数，严格按例子中业务脚本格式，以START开始END结束，写业务脚本
参数：#步骤区域组索引：2500；TACGROUP名称：128-3D90A0；TAC区域段：123077-123077","START
ADD TACGROUPINNSSF:INDEX=2500, TACGROUPNAME=""128-3D90A0"", TACSTART=""123077"", TACEND=""123077"";
END",09021920
UNC_20.9.5/OM参考/命令/UNC MML命令/业务服务管理/会话管理/接入管理/QoS/本地更新QOS/mod_locupdqos.txt,"你是系统工程师，需要根据参数写业务脚本

根据参数，严格按例子中业务脚本格式，以START开始END结束，写业务脚本
参数：参数：APN名称：HUAWEI.NET，上行带宽：0，下行带宽：2048","START
MOD LOCUPDQOS: APN=""HUAWEI.NET"",UPLINKBW=0, DOWNLINKBW=2048;
END",09021920
UNC_20.9.5/OM参考/命令/UNC MML命令/业务服务管理/接口管理/PFCP接口管理/UP管理/APN UPF信息管理/add_apnupfinfo.txt,"你是系统工程师，需要根据参数写业务脚本

根据参数，严格按例子中业务脚本格式，以START开始END结束，写业务脚本
参数：参数：APN名称为internet.com，UPF实例标识为upf2，位置特征为中心节点，是否支持主锚点与分流节点合设功能为使能，UPF的锁定信息为解锁。","START
ADD APNUPFINFO:APN=""internet.com"",UPFINSTANCEID=""upf2"",LOCATION=""CENTERONLY"",PSACOMBINEULCL=""ENABLE"",LOCKINFO=""UNLOCKED"";
END",09021920
UNC_20.9.5/OM参考/命令/UNC MML命令/平台服务管理/操作维护/性能统计管理/AMF性能对象管理/add_ngpeigrpmem.txt,"你是系统工程师，需要根据参数写业务脚本

根据参数，严格按例子中业务脚本格式，以START开始END结束，写业务脚本
参数：参数：#增加NG PEI组性能统计对象成员；NG PEI群组名称：phone_123；PEI设备型号核准号码：87654321；设备详细信息：phone_123_1","START
ADD NGPEIGRPMEM: NGPEIGPN=""phone_123"", PEITAC=""87654321"", UEDESC=""phone_123_1"";
END",09021920
UNC_20.9.5/OM参考/命令/UNC MML命令/业务服务管理/会话管理/接入管理/DNAI管理/I-SMF DNAI管理/rmv_ismfdnai.txt,"你是系统工程师，需要根据参数写业务脚本

根据参数，严格按例子中业务脚本格式，以START开始END结束，写业务脚本
参数：参数：DNAI = ""example.com.dnai"" ","START
RMV ISMFDNAI: DNAI=""example.com.dnai"";
END",09021920
UNC_20.9.5/OM参考/命令/UNC MML命令/业务服务管理/会话管理/接入管理/本地分流管理/2B2C双DNN控制/set_multidnnctrl.txt,"你是系统工程师，需要根据参数写业务脚本

根据参数，严格按例子中业务脚本格式，以START开始END结束，写业务脚本
参数：当想为2B2C双DNN特性用户开启：锚点UPF无智能分流能力丢弃MulDnnSessRule功能、SMF无智能分流能力丢弃MulDnnSessRule功能时，应如何设置业务脚本?","START
SET MULTIDNNCTRL: NOMULDNNUPFPROC=DROPRULE, NOMULDNNSMFPROC=DROPRULE;
END",09021920
UNC_20.9.5/OM参考/命令/UNC MML命令/业务服务管理/会话管理/接入管理/SM原因值管理/原因值映射管理/add_smcausemap.txt,"你是系统工程师，需要根据参数写业务脚本

根据参数，严格按例子中业务脚本格式，以START开始END结束，写业务脚本
参数：参数：CAUSEGRPID（原因值组标识）为127，CAUSERANGE（原因值范围）为SPECIAL（特定），BGCAUSE（起始原始原因值）为1001，EDCAUSE（终止原始原因值）为1005，TCAUSE（目标原因值）为28。","START
ADD SMCAUSEMAP: CAUSEGRPID=127, CAUSERANGE=SPECIAL, BGCAUSE=1001, EDCAUSE=1005, TCAUSE=28;
END",09021920
UNC_20.9.5/OM参考/命令/UNC MML命令/平台服务管理/操作维护/性能统计管理/AMF性能对象管理/add_amfservicelist.txt,"你是系统工程师，需要根据参数写业务脚本

根据参数，严格按例子中业务脚本格式，以START开始END结束，写业务脚本
参数：参数：AMF服务名称：namfLocation","START
ADD AMFSERVICELIST:SERVICENAME=""namfLocation"";
END",09021920
UNC_20.9.5/OM参考/命令/UNC MML命令/业务服务管理/接口管理/PFCP接口管理/UP管理/UPF IP Domain管理/rmv_upipdomain.txt,"你是系统工程师，需要根据参数写业务脚本

根据参数，严格按例子中业务脚本格式，以START开始END结束，写业务脚本
参数：参数：UPNODE为""upf_instance_2""的UPF与IPDomain的绑定关系","START
RMV UPIPDOMAIN: UPNODE=""upf_instance_2"", DNNSWITCH=DISABLE;
END",09021920
UNC_20.9.5/OM参考/命令/UNC MML命令/业务服务管理/接口管理/服务化接口管理/注册与服务发现/负载控制信息管理/set_sbilcipara.txt,"你是系统工程师，需要根据参数写业务脚本

根据参数，严格按例子中业务脚本格式，以START开始END结束，写业务脚本
参数：参数：SWITCH=ON, THRESHOLD=90, STEPS=6, INTERVAL=10","START
SET SBILCIPARA: SWITCH=ON, THRESHOLD=90, STEPS=6, INTERVAL=10;
END",09021920
UNC_20.9.5/OM参考/命令/UNC MML命令/业务服务管理/会话管理/接入管理/GGSN和P-GW Proxy/代理选择的IMSI/MSISDN号段组/add_primsimsisdng.txt,"你是系统工程师，需要根据参数写业务脚本

根据参数，严格按例子中业务脚本格式，以START开始END结束，写业务脚本
参数：#步骤区域组索引：3000；IMSI/MSISDN号段组名称：grp1；IMSI/MSISDN号段名称：imsi1","START
ADD PRIMSIMSISDNG: SEGGROUPNAME=""grp1"", SEGMENTNAME=""imsi1"";
END",09021920
UNC_20.9.5/OM参考/命令/UNC MML命令/业务服务管理/接口管理/PFCP接口管理/UP管理/UP跟踪区管理/LAI绑定UP区域/lst_upareabindlai.txt,"你是系统工程师，需要根据参数写业务脚本

根据参数，严格按例子中业务脚本格式，以START开始END结束，写业务脚本
参数：参数：查询UPF服务区名称为""iuarea1""的区域绑定的LAI。","START
LST UPAREABINDLAI: AREANAME=""iuarea1"";
END",09021920
UNC_20.9.5/OM参考/命令/UNC MML命令/业务服务管理/会话管理/接入管理/跨区域PDU会话管理/跨区域PDU会话重建/rmv_smfpdureact.txt,"你是系统工程师，需要根据参数写业务脚本

根据参数，严格按例子中业务脚本格式，以START开始END结束，写业务脚本
参数：参数：DNN = IMS, ISNSSAI = NO","START
RMV SMFPDUREACT: DNN=IMS,ISNSSAI=NO;
END",09021920
UNC_20.9.5/OM参考/命令/UNC MML命令/业务服务管理/接口管理/服务化接口管理/注册与服务发现/本地NRF功能管理/对端NF实例TAI信息/mod_pnftai.txt,"你是系统工程师，需要根据参数写业务脚本

根据参数，严格按例子中业务脚本格式，以START开始END结束，写业务脚本
参数：参数：NF实例标识：SMF_Instance_1，跟踪区标识：460001000002，对端NF的切片索引：2000，优先级功能开关：SPECIFIC，优先级：10，容量功能开关：SPECIFIC，容量：100","START
MOD PNFTAI: NFINSTANCEID=""SMF_Instance_1"", TAI=""460001000002"", PNFNSINDEX=2000, PRISWITCH=""SPECIFIC"", PRIORITY=10, CAPSWITCH=""SPECIFIC"", CAPACITY=100;
END",09021920
UNC_20.9.5/OM参考/命令/UNC MML命令/业务服务管理/会话管理/接入管理/接入管理运维/SMF公共配置/空闲上下文定时器/set_dftsessiontime.txt,"你是系统工程师，需要根据参数写业务脚本

根据参数，严格按例子中业务脚本格式，以START开始END结束，写业务脚本
参数：参数：SESSTIMESWITCH=ENABLE, SESSTIMELENGTH=120","START
SET DFTSESSIONTIME: SESSTIMESWITCH=ENABLE, SESSTIMELENGTH=120;
END",09021920
UNC_20.9.5/OM参考/命令/UNC MML命令/业务服务管理/会话管理/接入管理/会话协议参数管理/会话策略管理/5GC QoS Flow管理拓展功能/rmv_apndeactqfplcy.txt,"你是系统工程师，需要根据参数写业务脚本

根据参数，严格按例子中业务脚本格式，以START开始END结束，写业务脚本
参数：#步骤区域组索引：2435；TACGROUP名称：128-2C90A0；TAC区域段：123076-123076","START
ADD TACGROUPINNSSF:INDEX=2435, TACGROUPNAME=""""128-2C90A0"""", TACSTART=""""123076"""", TACEND=""""123076"""";
END",09021920
UNC_20.9.5/OM参考/命令/UNC MML命令/业务服务管理/接口管理/服务化接口管理/注册与服务发现/网络切片内DNN管理/add_nsdnn.txt,"你是系统工程师，需要根据参数写业务脚本

根据参数，严格按例子中业务脚本格式，以START开始END结束，写业务脚本
参数：参数：#网络切片索引：550；数据网络名称：example.net","START
ADD NSDNN: NSIDX=550, DNN=""example.net"";
END",09021920
UNC_20.9.5/OM参考/命令/UNC MML命令/业务服务管理/会话管理/接入管理/APN管理/基于APN的地址管理控制参数/set_apnaddressattr.txt,"你是系统工程师，需要根据参数写业务脚本

根据参数，严格按例子中业务脚本格式，以START开始END结束，写业务脚本
参数：修改APN名称为""internet""的地址分配属性，配置IPv4和IPv6均使用本地分配，且IPv4不优先使用AAA下发地址，IPv6优先使用AAA下发地址，同时配置下行防欺诈功能。","START
SET APNADDRESSATTR: APN=""internet"", IPV4ALLOCTYPE=LOCAL, IPV4RADIUSPRIOR=DISABLE, IPV6ALLOCTYPE=LOCAL, IPV6RADIUSPRIOR=ENABLE, ANTISPOOFINGDI=ENABLE;
END",09021920
